date,setting,classifier,shot_1,shot_2,shot_3,shot_4,shot_5,shot_6,shot_7,shot_8,shot_9,shot_10
2024-02-26_18-45,S: filtered/ Q: unfiltered,ncm_sum,0.7125333333333335,0.7888,0.8146666666666667,0.8291999999999998,0.8389333333333333,0.8456,0.8548,0.8575999999999999,0.8599999999999999,0.8633333333333334
,,,,,,,,,,,,
2024-02-26_18-51,S: unfiltered/ Q: whole,matching_1nn,0.6793333333333333,0.7358666666666668,0.7553333333333334,0.7606666666666666,0.7698666666666667,0.7769333333333335,0.78,0.7778666666666667,0.7806666666666667,0.7818666666666665
2024-02-26_18-51,S: unfiltered/ Q: whole,matching_knn,0.6762666666666667,0.7341333333333334,0.7521333333333332,0.7665333333333334,0.7754666666666665,0.7874666666666666,0.7993333333333332,0.8038666666666665,0.8086666666666666,0.8121333333333335
2024-02-26_18-51,S: unfiltered/ Q: whole,ncm_max,0.6804000000000001,0.7475999999999999,0.7718666666666668,0.7854666666666665,0.8001333333333334,0.812,0.8183999999999999,0.8248000000000002,0.8277333333333334,0.8309333333333333
2024-02-26_18-51,S: unfiltered/ Q: whole,ncm_sum,0.6804000000000001,0.7475999999999999,0.7718666666666668,0.7854666666666665,0.8001333333333334,0.812,0.8183999999999999,0.8248000000000002,0.8277333333333334,0.8309333333333333
,,,,,,,,,,,,
2024-02-26_18-58,S: unfiltered/ Q: filtered,matching_1nn,0.7036,0.7676,0.7802666666666667,0.7881333333333334,0.7977333333333333,0.8049333333333334,0.8064000000000001,0.8054666666666668,0.8079999999999999,0.8094666666666666
2024-02-26_18-58,S: unfiltered/ Q: filtered,matching_knn,0.7025333333333333,0.7701333333333333,0.7882666666666667,0.8005333333333334,0.8151999999999999,0.8338666666666668,0.8393333333333333,0.8410666666666667,0.8500000000000001,0.852
2024-02-26_18-58,S: unfiltered/ Q: filtered,ncm_max,0.7126666666666668,0.7874666666666665,0.8136000000000001,0.8274666666666667,0.8442666666666666,0.8578666666666668,0.8602666666666667,0.8697333333333332,0.8708,0.8732000000000002
2024-02-26_18-58,S: unfiltered/ Q: filtered,ncm_sum,0.7140000000000001,0.7882666666666667,0.8157333333333334,0.8324000000000001,0.8482666666666667,0.8638666666666667,0.8669333333333334,0.8743999999999998,0.8766666666666667,0.8785333333333334
,,,,,,,,,,,,
2024-02-26_19-07,S: unfiltered/ Q: unfiltered,matching_1nn,0.6780000000000002,0.7370666666666666,0.7491999999999998,0.7569333333333332,0.7641333333333331,0.7730666666666667,0.7729333333333334,0.7734666666666665,0.7770666666666665,0.7767999999999999
2024-02-26_19-07,S: unfiltered/ Q: unfiltered,matching_knn,0.6765333333333333,0.7462666666666665,0.7645333333333333,0.7746666666666668,0.7854666666666666,0.8031999999999999,0.8100000000000002,0.8129333333333334,0.8170666666666668,0.8219999999999998
2024-02-26_19-07,S: unfiltered/ Q: unfiltered,ncm_max,0.6916000000000001,0.7697333333333334,0.7984,0.81,0.8283999999999999,0.8427999999999999,0.8458666666666665,0.8542666666666667,0.8571999999999999,0.8602666666666668
2024-02-26_19-07,S: unfiltered/ Q: unfiltered,ncm_sum,0.6882666666666668,0.7597333333333335,0.7873333333333333,0.8006666666666666,0.8154666666666667,0.8297333333333334,0.8354666666666667,0.8402666666666666,0.8430666666666666,0.8443999999999998
