date,Q,S,classifier,shot_1,shot_2,shot_3,shot_4,shot_5,shot_6,shot_7,shot_8,shot_9,shot_10
2024-02-29_16-20,unfiltered,filtered,ncm_mean,0.7143999999999999,0.7996,0.8267999999999998,0.8438666666666667,0.8546666666666668,0.8629333333333332,0.8710666666666669,0.8733333333333332,0.8782666666666666,0.8808
,,,,,,,,,,,,,
2024-02-29_16-31,unfiltered,unfiltered,ncm_max,0.6916000000000001,0.7697333333333334,0.7984,0.81,0.8283999999999999,0.8427999999999999,0.8458666666666665,0.8542666666666667,0.8571999999999999,0.8602666666666668
2024-02-29_16-31,unfiltered,unfiltered,ncm_sum,0.6882666666666668,0.7597333333333335,0.7873333333333333,0.8006666666666666,0.8154666666666667,0.8297333333333334,0.8354666666666667,0.8402666666666666,0.8430666666666666,0.8443999999999998
2024-02-29_16-31,unfiltered,unfiltered,ncm_mean,0.6849333333333334,0.7624,0.7898666666666666,0.8041333333333334,0.8228,0.8368000000000001,0.8374666666666667,0.8452000000000001,0.8494666666666666,0.8568000000000001
,,,,,,,,,,,,,
2024-03-01_14-31,hierarchical,filtered,ncm_max,0.7096000000000001,0.7927999999999998,0.8222666666666666,0.8299999999999998,0.8462666666666666,0.8511999999999997,0.8551999999999998,0.8570666666666665,0.8622666666666666,0.8650666666666664
2024-03-01_14-31,hierarchical,filtered,ncm_sum,0.7032,0.7805333333333334,0.8081333333333334,0.8166666666666668,0.8292000000000002,0.8349333333333333,0.84,0.8437333333333334,0.8481333333333333,0.8490666666666669
2024-03-01_14-31,hierarchical,filtered,ncm_mean,0.7037333333333335,0.7852,0.8113333333333334,0.8234666666666665,0.8346666666666666,0.8446666666666667,0.8482666666666667,0.8513333333333333,0.856,0.8597333333333331
,,,,,,,,,,,,,
2024-03-01_18-43,AMG,filtered,ncm_max,0.7090666666666665,0.7814666666666666,0.8116000000000001,0.8258666666666667,0.8361333333333332,0.8413333333333333,0.8468000000000001,0.8484,0.8504,0.8546666666666667
2024-03-01_18-43,AMG,filtered,ncm_sum,0.6966666666666665,0.7730666666666667,0.7990666666666668,0.8113333333333334,0.82,0.8274666666666666,0.8336000000000001,0.8388000000000001,0.8408000000000001,0.8432000000000002
2024-03-01_18-43,AMG,filtered,ncm_mean,0.7030666666666668,0.7788000000000003,0.8073333333333332,0.8238666666666665,0.8308000000000001,0.8370666666666666,0.8425333333333335,0.8486666666666668,0.8482666666666665,0.8502666666666667
,,,,,,,,,,,,,
2024-03-08_21-15,AMG,whole,ncm_max,0.6709333333333334,0.7584000000000002,0.7881333333333335,0.8025333333333333,0.8200000000000002,0.8295999999999998,0.8395999999999999,0.8410666666666665,0.8465333333333332,0.8488
2024-03-08_21-15,AMG,whole,ncm_sum,0.6627999999999998,0.7521333333333334,0.7801333333333335,0.7942666666666665,0.812,0.8230666666666667,0.8305333333333335,0.8314666666666669,0.8378666666666664,0.8395999999999999
2024-03-08_21-15,AMG,whole,ncm_mean,0.6670666666666666,0.7515999999999999,0.7831999999999999,0.7977333333333331,0.8169333333333335,0.8249333333333331,0.8380000000000001,0.8366666666666666,0.8393333333333333,0.8458666666666665
,,,,,,,,,,,,,
2024-03-09_02-03,hierarchical,whole,ncm_max,0.6746666666666665,0.7618666666666667,0.7961333333333335,0.8066666666666668,0.8243999999999997,0.8367999999999999,0.8446666666666666,0.8441333333333333,0.8512000000000001,0.8533333333333333
2024-03-09_02-03,hierarchical,whole,ncm_sum,0.6655999999999999,0.7556,0.7841333333333335,0.7981333333333331,0.8128,0.8242666666666666,0.8354666666666667,0.8371999999999999,0.8433333333333333,0.8430666666666666
2024-03-09_02-03,hierarchical,whole,ncm_mean,0.6741333333333333,0.758,0.7905333333333333,0.8041333333333333,0.8249333333333333,0.8314666666666666,0.8398666666666665,0.8431999999999998,0.8490666666666664,0.8510666666666666
